case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-FSD-2025-0104,2025-09-21,High Court,Urdu,,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.81,Property
PK-RWP-2023-0128,2025-04-15,District Court,Urdu,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,-28.1,Labor
PK-FSD-2026-1070,2024-09-26,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.44,Criminal
PK-ISB-2024-0865,2026-04-25,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,,Criminal
PK-KHI-2025-0563,2022-07-07,District Court,English,NGO,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.11,Criminal
PK-ISB-2024-0630,2024-12-15,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,4.97,Property
PK-LHR-2025-0824,2022-09-30,High Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.47,Family
PK-RWP-2023-0241,2025-03-18,District Court,English,Corporate,I want to know the legl share of daughters in the inheritance of their late father's proprty under Islamic law.,5.86,Family
PK-MUX-2024-0845,2023-05-25,District Court,English,Individual,I purchased a refrigerator which stopped working within 3 days. The dealer is refusing to honor the warranty. Can I file a claim in Consumer Court?,4.59,Consumer
PK-MUX-2022-0971,2023-05-06,High Court,English,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.68,Criminal
PK-ISB-2025-0868,2026-04-10,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.29,Criminal
PK-ISB-2023-0006,2024-01-29,District Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,7.9,Family
PK-KHI-2025-1170,2025-07-23,District Court,English,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.91,Property
PK-FSD-2022-0403,2025-10-27,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.06,Family
PK-FSD-2026-0222,2023-12-03,District Court,Urdu,Corporate,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",5.82,Tenant
PK-ISB-2022-0549,2022-01-01,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.78,Criminal
PK-KHI-2025-0958,2026-04-27,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.18,Criminal
PK-KHI-2025-1112,2024-12-22,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,8.04,Property
PK-RWP-2023-0892,2026-04-10,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legl land demarcation?,8.28,Property
PK-RWP-2023-0061,2024-09-26,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.78,Family
PK-MUX-2023-0526,2024-10-18,High Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,6.55,Criminal
PK-RWP-2026-0445,2023-02-28,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,7.8,Property
PK-MUX-2023-0062,2024-08-15,High Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,5.67,Property
PK-MUX-2025-0037,2025-02-22,District Court,English,Corporate,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,3.65,Family
PK-ISB-2023-0642,2024-12-11,District Court,English,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,5.19,Labor
PK-FSD-2025-1116,2025-05-17,High Court,English,Corporate,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,8.88,Family
PK-LHR-2024-0640,2024-02-08,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.1,Criminal
PK-FSD-2025-0625,2024-06-23,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.39,Property
PK-FSD-2022-1021,2024-09-14,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedur in family cort?,5.31,Family
PK-KHI-2022-0165,2023-08-29,High Court,English,Individual,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer cort?,4.5,Consumer
PK-MUX-2025-0618,2022-07-05,High Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,6.58,Family
PK-ISB-2022-1042,2025-04-29,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.29,Family
PK-LHR-2026-0354,2024-01-04,Supreme Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,,Criminal
PK-FSD-2025-0550,2023-09-06,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.6,Criminal
PK-LHR-2023-1081,2024-04-01,District Court,Urdu,NGO,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,8.08,Criminal
PK-FSD-2025-0400,2026-04-05,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,6.59,Criminal
PK-RWP-2026-0369,2022-10-19,District Court,English,Government,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.07,Property
PK-RWP-2024-0602,2022-05-07,District Court,Urdu,Corporate,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.54,Criminal
PK-FSD-2026-0012,2023-05-30,Supreme Court,Urdu,,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.29,Family
PK-RWP-2026-1176,2025-01-24,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,3.97,Family
PK-FSD-2022-1008,2022-07-18,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.76,Criminal
PK-RWP-2023-0439,2025-10-03,High Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,,Family
PK-ISB-2025-0286,2023-11-17,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,5.82,Family
PK-RWP-2026-0144,2022-06-23,High Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,7.31,Property
PK-KHI-2026-0405,2026-05-17,Supreme Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.75,Family
PK-RWP-2023-0593,2024-06-21,District Court,Urdu,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,5.9,Labor
PK-RWP-2024-0413,2022-12-15,High Court,Urdu,,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,8.53,Property
PK-FSD-2023-1076,2023-10-28,High Court,Urdu,Individual,I want to know the legl share of daughters in the inheritance of their late father's proprty under Islamic law.,4.13,Family
PK-ISB-2024-0578,2025-01-31,Supreme Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.23,Family
PK-ISB-2026-0477,2022-08-06,District Court,Urdu,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,5.87,Labor
PK-FSD-2022-1152,2025-02-22,High Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.23,Property
PK-FSD-2023-1199,2024-09-25,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,7.64,Family
PK-KHI-2023-0025,2024-04-12,District Court,English,Individual,My landlord is trying to evict me forcefully without giving the 3-month notice period written in our tenancy agreement.,5.13,Tenant
PK-MUX-2022-0589,2025-01-27,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.97,Family
PK-ISB-2024-0675,2022-12-10,District Court,Urdu,Individual,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer court?,3.07,Consumer
PK-RWP-2024-0081,2025-11-29,High Court,Urdu,Individual,I purchased a refrigerator which stopped working within 3 days. The dealer is refusing to honor the warranty. Can I file a claim in Consumer Court?,4.43,Consumer
PK-LHR-2025-0361,2025-10-31,District Court,English,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.84,Family
PK-LHR-2025-0133,2025-12-29,High Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,6.57,Family
PK-LHR-2022-0001,2023-03-24,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.83,Family
PK-LHR-2023-0293,2025-09-08,District Court,English,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",6.02,Tenant
PK-KHI-2023-0019,2022-05-12,District Court,English,,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.31,Family
PK-KHI-2025-0029,2022-09-03,High Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.65,Property
PK-ISB-2023-0334,2022-03-23,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.67,Criminal
PK-FSD-2025-0886,2026-02-07,Supreme Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.7,Family
PK-RWP-2024-0851,2025-11-15,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.83,Criminal
PK-LHR-2024-0501,2022-06-25,District Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,8.29,Family
PK-ISB-2023-1050,2022-10-02,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.75,Criminal
PK-RWP-2025-1195,2023-07-07,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.03,Criminal
PK-KHI-2024-0583,2023-09-08,District Court,English,Corporate,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,8.72,Family
PK-ISB-2022-0350,2022-03-31,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.87,Criminal
PK-FSD-2022-0083,2025-03-27,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.88,Criminal
PK-LHR-2025-0881,2023-11-26,Supreme Court,Urdu,Government,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.36,Family
PK-FSD-2024-0803,2025-10-07,District Court,English,NGO,"The landlord is demanding a 30% rent increase, which is higher than the legally allowed limit in the Rent Restriction Act.",4.45,Tenant
PK-RWP-2022-0896,2022-09-04,District Court,English,NGO,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.8,Property
PK-FSD-2024-0495,2025-04-18,District Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.65,Family
PK-MUX-2026-0330,2023-08-07,High Court,Urdu,Corporate,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.99,Property
PK-LHR-2022-0053,2026-05-14,District Court,English,NGO,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.73,Property
PK-FSD-2026-0510,2023-06-04,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.82,Criminal
PK-RWP-2025-0790,2023-07-01,District Court,English,,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.52,Family
PK-ISB-2023-0173,2022-02-27,District Court,English,,A private hospital charged us excessively and committed medical negligence during a surgery. Where do we complain?,4.41,Consumer
PK-MUX-2022-0913,2025-01-08,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,8.89,Property
PK-LHR-2023-0436,2022-08-01,District Court,English,Corporate,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,8.95,Property
PK-RWP-2022-0488,2025-04-06,District Court,Urdu,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,7.52,Labor
PK-KHI-2024-0769,2025-04-02,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-KHI-2022-0934,2023-05-02,District Court,Urdu,Corporate,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,7.53,Property
PK-ISB-2024-0570,2024-04-19,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,,Criminal
PK-KHI-2026-0419,2026-04-15,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.58,Criminal
PK-KHI-2025-1171,2026-04-27,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.34,Family
PK-FSD-2025-0858,2022-08-28,District Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legl actions can we take?,4.84,Labor
PK-MUX-2022-0615,2024-12-02,District Court,English,Corporate,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.16,Property
PK-RWP-2024-0466,2024-10-01,High Court,English,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",5.74,Tenant
PK-ISB-2023-1185,2024-08-11,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.63,Criminal
PK-RWP-2022-0866,2025-12-17,District Court,Urdu,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,5.84,Labor
PK-MUX-2026-0385,2024-09-10,District Court,English,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,5.68,Labor
PK-RWP-2024-0423,2024-06-07,High Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,,Family
PK-FSD-2026-0544,2026-04-16,Supreme Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,5.53,Criminal
PK-LHR-2025-0149,2022-06-09,High Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.86,Criminal
PK-MUX-2026-0516,2023-08-10,High Court,English,NGO,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.6,Family
PK-RWP-2025-0885,2025-04-19,District Court,Urdu,Corporate,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,8.22,Family
PK-MUX-2026-0218,2025-03-28,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.92,Criminal
PK-RWP-2026-0751,2022-06-26,District Court,English,Government,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.38,Family
PK-ISB-2023-0747,2022-02-16,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.09,Property
PK-LHR-2022-1194,2023-06-16,High Court,English,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.09,Family
PK-MUX-2026-0494,2025-07-21,High Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-MUX-2024-0639,2025-02-11,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,6.95,Criminal
PK-RWP-2022-0464,2024-02-12,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.37,Criminal
PK-KHI-2024-0945,2023-05-22,District Court,Urdu,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.22,Criminal
PK-LHR-2022-0143,2026-03-09,District Court,English,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.22,Property
PK-RWP-2024-0126,2022-05-05,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legl land demarcation?,5.81,Property
PK-RWP-2022-0152,2024-12-22,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.68,Criminal
PK-ISB-2024-0238,2025-06-12,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.21,Property
PK-RWP-2025-0752,2022-07-01,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.33,Criminal
PK-ISB-2026-0592,2025-09-04,District Court,English,Government,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.07,Criminal
PK-ISB-2025-0629,2022-05-19,High Court,Urdu,,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,9.81,Criminal
PK-LHR-2022-0924,2022-02-27,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.93,Criminal
PK-ISB-2026-0830,2023-10-04,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,-26.95,Property
PK-FSD-2025-0535,2022-10-03,Supreme Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.56,Criminal
PK-MUX-2025-0974,2024-02-20,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,,Property
PK-RWP-2022-0014,2025-07-04,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,4.93,Property
PK-MUX-2022-0759,2024-11-18,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.34,Criminal
PK-KHI-2026-0247,2024-03-15,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.72,Criminal
PK-KHI-2026-1013,2022-01-15,District Court,English,NGO,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.67,Criminal
PK-FSD-2022-0573,2024-08-16,High Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.24,Criminal
PK-KHI-2025-0383,2025-11-28,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.87,Criminal
PK-KHI-2025-0999,2023-02-05,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.19,Criminal
PK-KHI-2022-0337,2023-05-16,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,5.61,Family
PK-MUX-2024-0339,2022-12-08,District Court,Urdu,Corporate,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.32,Family
PK-MUX-2023-0604,2024-05-04,District Court,English,Government,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.5,Property
PK-RWP-2023-0818,2022-02-12,High Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.1,Family
PK-ISB-2024-0601,2024-09-30,District Court,English,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",3.89,Tenant
PK-FSD-2024-0744,2026-03-25,Supreme Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.62,Property
PK-RWP-2023-0215,2023-11-03,High Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.91,Property
PK-FSD-2023-0168,2024-12-29,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.71,Property
PK-KHI-2025-0137,2022-05-18,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.61,Family
PK-FSD-2024-0901,2023-06-13,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.03,Criminal
PK-RWP-2026-0422,2023-09-19,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.2,Criminal
PK-KHI-2025-0220,2025-11-15,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-KHI-2022-0978,2025-10-14,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.1,Family
PK-KHI-2023-0454,2024-04-25,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.36,Family
PK-RWP-2023-0519,2024-11-26,District Court,Urdu,Corporate,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.9,Family
PK-MUX-2024-0355,2025-12-14,District Court,English,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,,Criminal
PK-KHI-2026-0992,2024-02-21,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.7,Property
PK-MUX-2022-0757,2024-02-04,District Court,English,Corporate,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.22,Family
PK-KHI-2022-1054,2023-07-08,District Court,English,Individual,I purchased a refrigerator which stopped working within 3 days. The dealer is refusing to honor the warranty. Can I file a claim in Consumer Court?,3.34,Consumer
PK-ISB-2024-0194,2025-12-24,District Court,English,Corporate,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,5.71,Labor
PK-FSD-2023-0401,2026-05-18,High Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.28,Property
PK-MUX-2026-0665,2024-03-18,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.63,Criminal
PK-RWP-2023-1065,2026-03-08,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,,Family
PK-MUX-2025-1187,2023-10-13,High Court,English,,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.73,Property
PK-KHI-2024-0731,2023-05-04,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.83,Property
PK-RWP-2022-0791,2024-09-27,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.25,Family
PK-MUX-2023-1034,2025-12-06,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.92,Criminal
PK-FSD-2023-0322,2025-11-11,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.52,Criminal
PK-ISB-2022-0636,2022-08-22,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.99,Family
PK-MUX-2022-0673,2025-11-01,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.55,Property
PK-FSD-2022-0997,2026-04-10,District Court,Urdu,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,6.27,Labor
PK-RWP-2023-0649,2022-12-17,District Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legl actions can we take?,6.34,Labor
PK-MUX-2026-0572,2023-06-09,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.39,Family
PK-LHR-2025-0312,2022-08-29,High Court,English,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.49,Criminal
PK-LHR-2022-0325,2025-11-25,District Court,English,Corporate,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,5.54,Property
PK-KHI-2022-0900,2025-06-12,Supreme Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.44,Family
PK-ISB-2025-0612,2023-04-01,High Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.84,Criminal
PK-FSD-2022-0855,2023-11-15,District Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,,Labor
PK-KHI-2022-0983,2024-01-01,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.44,Criminal
PK-ISB-2025-0432,2022-04-13,District Court,English,Individual,A private hospital charged us excessively and committed medical negligence during a surgery. Where do we complain?,3.68,Consumer
PK-KHI-2026-0955,2023-06-19,District Court,English,Corporate,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,8.34,Property
PK-LHR-2025-0718,2022-10-24,District Court,Urdu,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.56,Family
PK-KHI-2023-0259,2026-02-27,District Court,Urdu,Individual,"The landlord is demanding a 30% rent increase, which is higher than the legally allowed limit in the Rent Restriction Act.",5.93,Tenant
PK-MUX-2023-0622,2022-11-29,High Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,8.26,Family
PK-LHR-2023-0441,2024-11-01,High Court,Urdu,Corporate,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.96,Property
PK-LHR-2024-0795,2024-10-30,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.76,Criminal
PK-FSD-2026-0281,2025-02-10,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.29,Criminal
PK-ISB-2024-0407,2024-05-17,High Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.83,Property
PK-ISB-2024-0442,2022-04-14,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,6.02,Criminal
PK-MUX-2022-0634,2026-02-19,High Court,Urdu,Government,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,7.29,Criminal
PK-KHI-2025-1107,2026-04-05,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.24,Criminal
